Instance,LBR,OTM,UB,LB,GAP,GAP_LBR,Time,Num_Nodes
c101.txt,362.04815,363.2468004,363.2468004 , 363.2468004  , 0.33%,?,1.54,1
c102.txt,262.92961,362.17078,362.17078 ,333.66177 , 7.87%,?,1800,115787
c103.txt,199.29818,362.17078,404.42193 , 218.83191 , 45.9% ,?,1804.1356239318848,16189
c104.txt,196.11613,359.0,440.22099072397606,210.04626745389277,0.522861762887644,?,1802.811367034912,16045 
c105.txt,360.44848 ,364.76,364.7649682312531,364.7649682312531,0.00,?,2.434577226638794,1
c106.txt,360.58123,364.76,364.7649682312531,364.7649682312531,0.00,?,2.4347777366638184,1
c107.txt,360.58123,364.76,364.7649682312531,364.7649682312531,0.00,?,2.133183240890503,1
c108.txt,153.11432 ,363.25,363.2468004115909,284.9730189739987,0.21548374644704665,?,1801.2878079414368,33078
